,id_old,gemeentenaam,codering,indelingswijziging_wijken_en_buurten,aantal_installaties_bij_woningen,aantal_zonnepanelen_per_installatie,opgesteld_vermogen_van_zonnepanelen,totaal_aantal_laadpalen,werkloosheidsuitkering_relatief,bijstandsuitkering_relatief,arbeidsongeschiktheidsuitkering_relatief,aow_uitkering_relatief,inwoners_vanaf_15_jaar,inwoners_vanaf_15_jr_tot_aow_leeftijd,inwoners_vanaf_de_aow_leeftijd
13290,1003,StichtseVecht,BU19041208,1.0,113.0,,,3.0,105.0,120.0,200.0,890.0,7470.0,5810.0,1660.0
5422,1005,Giessenlanden,WK068904,1.0,137.0,13.0,397.0,2.0,90.0,80.0,170.0,960.0,11410.0,8670.0,2740.0
11689,1001,Pijnacker-Nootdorp,BU19260344,3.0,71.0,14.0,211.0,0.0,80.0,60.0,120.0,290.0,6050.0,5610.0,440.0
357,1000,Almelo,WK014115,1.0,22.0,,,0.0,125.0,515.0,580.0,650.0,10400.0,8670.0,1730.0
10915,1008,Oisterwijk,WK082410,1.0,3.0,,,0.0,0.0,0.0,100.0,1755.0,310.0,180.0,140.0
6798,1002,Heerde,BU02460109,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,130.0,40.0
15719,1004,Wijchen,BU02960701,1.0,,,,0.0,0.0,0.0,0.0,0.0,120.0,90.0,0.0
11707,1001,Purmerend,BU04390303,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,10.0,40.0
4423,1008,Edam-Volendam,WK038504,1.0,156.0,14.0,476.0,3.0,75.0,80.0,200.0,990.0,11080.0,8330.0,2760.0
15785,1004,Winsum,WK005303,1.0,222.0,,,4.0,70.0,105.0,155.0,1025.0,6310.0,4680.0,1620.0
10141,1000,MillenSintHubert,WK081500,1.0,192.0,22.0,907.0,8.0,80.0,80.0,220.0,1035.0,20820.0,15430.0,5420.0
6433,1009,Haarlemmermeer,BU03940988,1.0,21.0,14.0,65.0,,50.0,15.0,60.0,1450.0,1580.0,1000.0,570.0
4072,1005,Dordrecht,BU05050303,1.0,9.0,7.0,15.0,0.0,115.0,255.0,260.0,535.0,4730.0,4100.0,640.0
5716,1004,Gorinchem,BU05121410,1.0,,,,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0
14396,1000,ValkenburgaandeGeul,BU09940008,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4348,1005,Echt-Susteren,BU17110414,1.0,9.0,10.0,22.0,0.0,40.0,40.0,140.0,885.0,470.0,360.0,120.0
8906,1007,Leiden,BU05460103,1.0,10.0,,,,45.0,115.0,95.0,235.0,8850.0,8330.0,530.0
16378,1003,Zundert,BU08790100,1.0,52.0,,,,95.0,20.0,115.0,540.0,4530.0,3920.0,620.0
10594,1000,Nissewaard,BU19301201,1.0,28.0,9.0,65.0,0.0,120.0,240.0,260.0,420.0,7460.0,6660.0,800.0
9585,1005,Maasdriel,BU02630108,1.0,6.0,18.0,26.0,0.0,45.0,0.0,180.0,480.0,710.0,620.0,80.0
1166,1008,Amsterdam,WK036353,1.0,9.0,8.0,16.0,,95.0,235.0,180.0,520.0,19240.0,16710.0,2530.0
1642,1000,Arnhem,WK020219,1.0,110.0,14.0,327.0,,100.0,280.0,320.0,1030.0,29150.0,21590.0,7560.0
12989,1006,Stadskanaal,BU00370111,1.0,41.0,25.0,237.0,0.0,115.0,115.0,350.0,700.0,3090.0,2560.0,550.0
8189,1001,IJsselstein,BU03530014,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
8775,1001,Leeuwarden,BU00803202,1.0,9.0,9.0,17.0,0.0,110.0,585.0,440.0,515.0,3970.0,3460.0,520.0
8326,1004,Katwijk,BU05370701,1.0,121.0,12.0,323.0,,60.0,20.0,100.0,680.0,22520.0,18650.0,3880.0
12898,1005,Smallingerland,BU00900122,1.0,,,,2.0,125.0,190.0,215.0,820.0,3080.0,2450.0,640.0
2939,1000,Breda,BU07580900,1.0,317.0,,,4.0,85.0,30.0,100.0,1040.0,36140.0,26680.0,9460.0
9335,1001,Lingewaard,BU17050208,1.0,130.0,12.0,363.0,,95.0,15.0,115.0,420.0,8100.0,7250.0,860.0
4408,1004,Edam-Volendam,WK038502,1.0,305.0,13.0,890.0,5.0,45.0,20.0,180.0,805.0,73350.0,58600.0,14750.0
7601,1000,Hilversum,BU04020702,3.0,13.0,9.0,26.0,0.0,120.0,150.0,230.0,900.0,5530.0,4280.0,1250.0
11808,1003,Reimerswaal,WK070301,1.0,225.0,12.0,642.0,,70.0,80.0,155.0,760.0,13540.0,10950.0,2600.0
7496,1005,Heusden,BU07970200,1.0,56.0,19.0,240.0,0.0,90.0,20.0,85.0,870.0,5610.0,4390.0,1220.0
9326,1008,Lingewaard,BU17050104,1.0,9.0,20.0,39.0,0.0,40.0,5.0,125.0,895.0,690.0,540.0,160.0
14439,1006,Valkenswaard,BU08580102,1.0,98.0,13.0,268.0,0.0,125.0,100.0,180.0,710.0,8410.0,6900.0,1510.0
4575,1002,Eersel,BU07700003,1.0,44.0,16.0,153.0,0.0,90.0,100.0,280.0,585.0,5010.0,4270.0,740.0
5360,1005,Gemert-Bakel,BU16520004,1.0,73.0,,,2.0,75.0,55.0,115.0,255.0,3230.0,3030.0,200.0
16178,1004,Zeist,BU03550401,1.0,44.0,12.0,115.0,,60.0,0.0,75.0,1920.0,11620.0,6040.0,5580.0
3613,1009,Delft,BU05032805,1.0,15.0,37.0,122.0,,0.0,10.0,40.0,10.0,9590.0,9570.0,40.0
6600,1008,Harderwijk,BU02430504,1.0,15.0,8.0,25.0,,75.0,190.0,270.0,565.0,3640.0,3130.0,520.0
9653,1002,Maastricht,GM0935,,2822.0,13.0,8425.0,35.0,65.0,150.0,270.0,875.0,437880.0,341530.0,96360.0
3202,1004,CapelleaandenIJssel,BU05020228,1.0,,,,0.0,40.0,45.0,130.0,2265.0,2820.0,1210.0,1600.0
627,1008,Amersfoort,BU03070106,1.0,,,,0.0,140.0,155.0,225.0,285.0,1760.0,1630.0,120.0
2189,1003,Bergen(NH),BU03730601,1.0,24.0,,,0.0,65.0,25.0,160.0,490.0,2320.0,2030.0,280.0
15543,1005,Westland,BU17831001,1.0,3.0,15.0,10.0,0.0,80.0,190.0,320.0,870.0,2230.0,1740.0,490.0
16484,1002,Zwijndrecht,BU06420114,1.0,,,,0.0,45.0,60.0,160.0,2875.0,3370.0,950.0,2430.0
8150,1000,Hulst,BU06770624,1.0,10.0,38.0,86.0,0.0,10.0,0.0,80.0,595.0,660.0,560.0,110.0
10060,1006,Midden-Delfland,BU18420000,1.0,216.0,,,,45.0,40.0,140.0,885.0,12470.0,9710.0,2760.0
7386,1009,'s-Hertogenbosch,BU07960602,1.0,30.0,16.0,106.0,0.0,90.0,50.0,235.0,1395.0,5300.0,3440.0,1860.0
7819,1002,Hoogezand-Sappemeer,WK001805,1.0,55.0,19.0,224.0,,120.0,55.0,225.0,715.0,3020.0,2480.0,550.0
7028,1001,DenHelder,BU04000100,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6972,1005,Heerlen,BU09174000,1.0,,,,1.0,70.0,290.0,380.0,1415.0,13820.0,8890.0,4930.0
13250,1005,StichtseVecht,BU19040508,1.0,8.0,14.0,26.0,0.0,80.0,40.0,235.0,470.0,1980.0,1740.0,240.0
3348,1006,Coevorden,BU01093068,1.0,3.0,14.0,10.0,0.0,160.0,60.0,140.0,1090.0,240.0,160.0,80.0
831,1006,Amstelveen,BU03620903,3.0,15.0,11.0,39.0,,65.0,125.0,335.0,1315.0,3680.0,2460.0,1210.0
4400,1008,Edam-Volendam,BU03850001,1.0,38.0,14.0,115.0,1.0,65.0,80.0,185.0,1130.0,9490.0,6820.0,2700.0
6491,1009,Hardenberg,BU01600402,1.0,22.0,,,0.0,70.0,75.0,155.0,975.0,1750.0,1320.0,430.0
1424,1000,Amsterdam,BU03639602,1.0,93.0,9.0,210.0,1.0,115.0,125.0,205.0,1065.0,8680.0,6380.0,2310.0
4148,1000,Dordrecht,BU05051100,1.0,41.0,,,,80.0,35.0,155.0,430.0,5170.0,4620.0,550.0
1974,1009,Barneveld,BU02036070,1.0,44.0,13.0,137.0,1.0,65.0,0.0,85.0,655.0,1740.0,1450.0,280.0
281,1005,Alkmaar,BU03610500,1.0,43.0,11.0,102.0,0.0,75.0,120.0,345.0,1180.0,9260.0,6530.0,2730.0
10859,1001,Oegstgeest,BU05790003,1.0,,,,0.0,0.0,555.0,100.0,1540.0,200.0,120.0,80.0
10285,1004,Montfoort,WK033500,1.0,227.0,,,,70.0,60.0,140.0,930.0,26470.0,20280.0,6190.0
6296,1002,Haarlem,BU03921402,1.0,15.0,7.0,26.0,0.0,75.0,100.0,135.0,605.0,3890.0,3300.0,590.0
12903,1003,Smallingerland,BU00900127,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,80.0,80.0
12364,1003,Rotterdam,BU05991082,3.0,8.0,9.0,15.0,2.0,130.0,465.0,250.0,400.0,37950.0,34060.0,3900.0
13260,1006,StichtseVecht,BU19040703,1.0,27.0,20.0,122.0,1.0,55.0,20.0,120.0,860.0,2280.0,1800.0,490.0
12875,1005,Smallingerland,GM0090,,2089.0,16.0,7199.0,85.0,90.0,180.0,220.0,935.0,186140.0,142670.0,43480.0
15646,1009,Wierden,WK018904,1.0,44.0,27.0,279.0,2.0,55.0,5.0,145.0,905.0,5330.0,4130.0,1200.0
3628,1000,Delfzijl,BU00100004,1.0,223.0,13.0,668.0,3.0,105.0,40.0,155.0,945.0,5170.0,3950.0,1220.0
8815,1000,Leeuwarden,WK008046,1.0,178.0,,,2.0,110.0,350.0,220.0,1040.0,13560.0,10020.0,3550.0
14459,1007,Veendam,WK004701,1.0,86.0,26.0,501.0,3.0,120.0,45.0,235.0,690.0,7240.0,5990.0,1240.0
8024,1006,Houten,BU03211126,1.0,58.0,10.0,133.0,0.0,100.0,135.0,220.0,460.0,4410.0,3900.0,510.0
15198,1003,Wassenaar,BU06290002,1.0,12.0,14.0,38.0,0.0,35.0,0.0,25.0,1260.0,4080.0,2780.0,1290.0
2279,1001,Berkelland,BU18590309,1.0,50.0,30.0,340.0,,70.0,20.0,120.0,890.0,2980.0,2330.0,660.0
3976,1007,Dongeradeel,WK005800,1.0,369.0,14.0,1146.0,8.0,100.0,160.0,215.0,1060.0,41750.0,30700.0,11040.0
8858,1002,Leeuwarden,WK008065,1.0,,,,0.0,0.0,0.0,0.0,0.0,120.0,110.0,0.0
10948,1007,Oldambt,WK189502,1.0,,,,0.0,45.0,180.0,370.0,820.0,1640.0,1290.0,350.0
16184,1005,Zeist,BU03550407,1.0,,,,0.0,0.0,0.0,0.0,0.0,120.0,120.0,40.0
13226,1002,StichtseVecht,WK190403,1.0,82.0,12.0,225.0,1.0,85.0,95.0,120.0,1050.0,14300.0,10560.0,3740.0
1332,1007,Amsterdam,WK036384,1.0,226.0,12.0,605.0,2.0,90.0,115.0,215.0,540.0,47670.0,41280.0,6380.0
13760,1004,Tilburg,BU08553104,3.0,,,,,15.0,20.0,40.0,3740.0,1360.0,80.0,1280.0
12009,1004,Ridderkerk,WK059707,1.0,361.0,10.0,854.0,5.0,80.0,120.0,160.0,1300.0,26850.0,18140.0,8730.0
4656,1003,Eindhoven,BU07721218,1.0,7.0,34.0,53.0,,50.0,0.0,70.0,1195.0,920.0,650.0,270.0
529,1002,AlphenaandenRijn,BU04840701,1.0,20.0,17.0,79.0,1.0,80.0,65.0,145.0,865.0,2640.0,2060.0,580.0
12673,1006,SintAnthonis,BU17020409,1.0,21.0,28.0,129.0,0.0,35.0,5.0,140.0,435.0,2190.0,1950.0,240.0
3653,1001,Deurne,WK076200,1.0,695.0,16.0,2553.0,15.0,85.0,80.0,240.0,945.0,83770.0,64020.0,19740.0
5468,1005,Goeree-Overflakkee,BU19240106,1.0,,,,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0
9602,1001,Maasgouw,BU16410000,1.0,351.0,15.0,1192.0,12.0,70.0,90.0,240.0,1100.0,19980.0,14460.0,5530.0
1456,1007,Apeldoorn,BU02000307,1.0,3.0,22.0,14.0,1.0,90.0,145.0,225.0,685.0,550.0,440.0,80.0
5001,1002,Epe,BU02320107,1.0,45.0,,,2.0,115.0,20.0,160.0,1060.0,5020.0,3700.0,1320.0
1884,1000,Barendrecht,BU04891430,1.0,15.0,14.0,45.0,0.0,85.0,65.0,150.0,655.0,4400.0,3680.0,740.0
254,1009,Alkmaar,BU03610108,1.0,25.0,10.0,54.0,0.0,115.0,110.0,345.0,685.0,5910.0,4890.0,1020.0
11682,1001,Pijnacker-Nootdorp,BU19260227,3.0,65.0,,,,85.0,40.0,80.0,805.0,5090.0,4070.0,1030.0
16128,1006,Zederik,BU07070500,1.0,11.0,9.0,25.0,0.0,15.0,35.0,85.0,840.0,2220.0,1760.0,480.0
9631,1000,Maassluis,BU05560203,1.0,18.0,11.0,45.0,0.0,90.0,215.0,140.0,1390.0,6570.0,4290.0,2280.0
8950,1007,Leiden,BU05460800,1.0,15.0,,,0.0,85.0,380.0,255.0,515.0,14230.0,12410.0,1830.0
317,1002,Alkmaar,BU03611005,1.0,,,,0.0,20.0,0.0,40.0,855.0,700.0,540.0,160.0
2453,1003,Beverwijk,BU03750801,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1007,Aalten,BU01970306,1.0,51.0,12.0,138.0,0.0,80.0,50.0,215.0,840.0,3500.0,2760.0,740.0
11376,1004,Oss,BU08280307,1.0,6.0,,,0.0,60.0,0.0,0.0,1340.0,780.0,520.0,260.0
3323,1005,Coevorden,BU01091219,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
10961,1001,Oldambt,BU18950502,1.0,15.0,17.0,55.0,0.0,100.0,365.0,410.0,1160.0,1910.0,1350.0,560.0
3296,1003,Castricum,BU03830601,1.0,8.0,14.0,25.0,0.0,20.0,0.0,20.0,540.0,570.0,490.0,80.0
12801,1003,Slochteren,WK004001,1.0,302.0,,,,100.0,80.0,180.0,755.0,7220.0,5840.0,1380.0
4896,1003,Emmen,BU01145301,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5980,1007,Groningen,WK001401,1.0,234.0,,,4.0,80.0,140.0,120.0,345.0,76750.0,70060.0,6700.0
3443,1003,Cuijk,WK168406,1.0,13.0,23.0,66.0,0.0,65.0,10.0,70.0,1050.0,950.0,710.0,240.0
6258,1008,Haarlem,BU03920804,1.0,,,,0.0,80.0,275.0,320.0,430.0,1730.0,1550.0,200.0
15367,1002,WestMaasenWaal,WK066802,1.0,32.0,15.0,104.0,1.0,40.0,40.0,100.0,795.0,1820.0,1460.0,360.0
15260,1009,Weert,BU09880303,1.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,40.0,40.0
1065,1008,Amsterdam,BU03633404,1.0,,,,0.0,0.0,0.0,60.0,665.0,240.0,200.0,40.0
13005,1006,Stadskanaal,BU00370409,1.0,6.0,48.0,65.0,0.0,70.0,0.0,275.0,775.0,450.0,370.0,80.0
8663,1005,Lansingerland,BU16212843,1.0,,,,1.0,0.0,0.0,0.0,0.0,120.0,80.0,40.0
13183,1006,Stein,WK097102,1.0,292.0,16.0,1092.0,3.0,90.0,60.0,285.0,1055.0,19420.0,14300.0,5140.0
16065,1004,Zaltbommel,BU02970104,1.0,3.0,25.0,17.0,0.0,95.0,10.0,100.0,765.0,530.0,420.0,120.0
5521,1009,Goeree-Overflakkee,BU19241101,1.0,168.0,13.0,448.0,4.0,75.0,60.0,160.0,970.0,6850.0,5170.0,1660.0
14270,1006,Utrecht,BU03440524,1.0,31.0,9.0,68.0,0.0,80.0,90.0,140.0,250.0,8590.0,8040.0,540.0
6966,1008,Heerlen,WK091739,1.0,112.0,14.0,368.0,2.0,75.0,390.0,365.0,1195.0,14880.0,10410.0,4490.0
9296,1003,Lingewaal,WK073301,1.0,147.0,,,4.0,70.0,40.0,160.0,905.0,10750.0,8310.0,2420.0
6933,1006,Heerlen,BU09173000,1.0,68.0,13.0,208.0,0.0,90.0,25.0,320.0,495.0,4610.0,4010.0,590.0
10385,1003,Nieuwegein,WK035605,1.0,129.0,14.0,367.0,2.0,100.0,85.0,220.0,945.0,20110.0,15360.0,4750.0
10662,1001,Noord-Beveland,WK169500,1.0,122.0,16.0,455.0,3.0,80.0,60.0,180.0,1135.0,6280.0,4490.0,1800.0
11526,1007,OudeIJsselstreek,BU15090301,1.0,13.0,15.0,44.0,,70.0,70.0,150.0,915.0,1350.0,1040.0,320.0
3114,1004,Bunnik,WK031200,1.0,385.0,12.0,1022.0,13.0,60.0,60.0,105.0,1200.0,22520.0,15790.0,6740.0
1189,1009,Amsterdam,BU03635604,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14513,1000,Veere,GM0717,,1799.0,15.0,5717.0,43.0,55.0,40.0,120.0,1155.0,74330.0,52780.0,21550.0
388,1004,Almelo,BU01411904,1.0,102.0,14.0,336.0,3.0,110.0,20.0,135.0,610.0,4380.0,3700.0,680.0
5429,1006,Giessenlanden,BU06890502,1.0,,,,0.0,0.0,0.0,0.0,1020.0,430.0,310.0,120.0
7657,1007,HofvanTwente,BU17350608,1.0,57.0,15.0,192.0,1.0,75.0,120.0,105.0,1395.0,1890.0,1240.0,660.0
16455,1002,Zwartewaterland,BU18960310,1.0,,,,0.0,55.0,10.0,30.0,960.0,1120.0,850.0,280.0
4512,1005,Ede,BU02287002,1.0,,,,1.0,0.0,20.0,260.0,620.0,570.0,490.0,80.0
8750,1001,Leeuwarden,BU00802001,1.0,40.0,13.0,121.0,1.0,125.0,140.0,205.0,755.0,3490.0,2830.0,660.0
11945,1004,Rheden,WK027502,1.0,317.0,16.0,1173.0,6.0,80.0,125.0,260.0,1200.0,62070.0,43430.0,18640.0
6645,1005,Harderwijk,BU02431301,1.0,,,,0.0,115.0,65.0,245.0,270.0,180.0,160.0,0.0
15085,1009,Voorst,BU02850205,1.0,8.0,20.0,37.0,0.0,70.0,0.0,120.0,685.0,1000.0,830.0,160.0
13017,1007,Staphorst,BU01800006,1.0,27.0,17.0,99.0,,65.0,145.0,190.0,1300.0,6310.0,4260.0,2060.0
6203,1009,Haaren,WK078803,1.0,80.0,,,1.0,60.0,30.0,125.0,980.0,7430.0,5610.0,1810.0
8305,1001,Katwijk,BU05370303,1.0,39.0,12.0,102.0,0.0,90.0,210.0,215.0,895.0,7910.0,6150.0,1770.0
8394,1001,KollumerlandenNieuwkruisland,BU00790108,1.0,,,,0.0,180.0,85.0,200.0,430.0,190.0,160.0,40.0
2490,1008,DeBilt,BU03100100,1.0,170.0,,,2.0,65.0,40.0,160.0,1260.0,26380.0,18020.0,8370.0
5513,1005,Goeree-Overflakkee,WK192410,1.0,196.0,13.0,574.0,0.0,55.0,70.0,170.0,1015.0,24270.0,18100.0,6180.0
14826,1007,Venray,BU09841303,3.0,33.0,13.0,95.0,,105.0,145.0,295.0,1240.0,2370.0,1650.0,730.0
7362,1004,'s-Hertogenbosch,BU07960210,1.0,,,,0.0,75.0,300.0,375.0,2225.0,2350.0,1040.0,1320.0
6030,1000,Groningen,BU00140702,1.0,48.0,15.0,171.0,2.0,45.0,15.0,80.0,1410.0,2410.0,1560.0,850.0
866,1004,Amsterdam,BU03630100,1.0,,,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
5905,1001,'s-Gravenhage,BU05182916,1.0,9.0,10.0,19.0,1.0,90.0,735.0,355.0,495.0,31600.0,27670.0,3930.0
16564,1000,Zwijndrecht,BU06420901,1.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,80.0,40.0
12565,1000,Schinnen,BU09620001,1.0,122.0,15.0,442.0,4.0,75.0,65.0,250.0,1015.0,6780.0,5060.0,1730.0
16414,1008,Zutphen,BU03010303,1.0,176.0,9.0,390.0,,110.0,265.0,335.0,945.0,6870.0,5240.0,1630.0
4526,1007,Eemnes,WK031702,2.0,554.0,12.0,1542.0,,95.0,60.0,155.0,900.0,30210.0,23390.0,6820.0
10598,1002,Nissewaard,BU19301205,1.0,26.0,,,0.0,140.0,275.0,250.0,495.0,6870.0,6010.0,860.0
16447,1008,Zwartewaterland,BU18960202,1.0,20.0,14.0,68.0,0.0,80.0,160.0,225.0,1135.0,3270.0,2350.0,930.0
1084,1003,Amsterdam,WK036338,1.0,16.0,7.0,22.0,,115.0,165.0,140.0,325.0,20290.0,18610.0,1690.0
8069,1006,Houten,WK032141,1.0,6.0,13.0,17.0,0.0,60.0,0.0,150.0,1170.0,240.0,160.0,80.0
5690,1001,Gorinchem,WK051204,1.0,92.0,9.0,181.0,1.0,90.0,175.0,325.0,780.0,21200.0,17050.0,4150.0
6197,1001,Haaren,WK078802,1.0,217.0,16.0,776.0,10.0,65.0,40.0,125.0,1030.0,16050.0,11920.0,4140.0
9028,1005,Lelystad,BU09951114,1.0,13.0,16.0,47.0,,170.0,0.0,160.0,1645.0,520.0,300.0,200.0
13793,1009,Tilburg,BU08553706,3.0,,,,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0
6880,1005,Heerhugowaard,BU03981602,1.0,131.0,12.0,316.0,3.0,90.0,5.0,110.0,200.0,4440.0,4240.0,230.0
8851,1005,Leeuwarden,BU00806201,1.0,32.0,,,0.0,105.0,170.0,130.0,930.0,5130.0,3950.0,1190.0
15649,1007,Wierden,BU01890407,1.0,6.0,30.0,40.0,1.0,30.0,15.0,160.0,1185.0,940.0,660.0,280.0
2293,1000,Bernheze,BU17210105,3.0,19.0,,,,115.0,50.0,150.0,1290.0,1510.0,1020.0,490.0
15786,1005,Winsum,BU00530300,1.0,70.0,12.0,209.0,1.0,100.0,65.0,105.0,1175.0,1770.0,1240.0,520.0
3844,1002,Dinkelland,WK177421,1.0,6.0,54.0,72.0,0.0,35.0,5.0,60.0,970.0,1040.0,800.0,250.0
14153,1003,Uden,BU08560112,1.0,17.0,8.0,30.0,0.0,65.0,70.0,90.0,2705.0,630.0,200.0,430.0
16480,1009,Zwijndrecht,BU06420110,1.0,,,,0.0,110.0,395.0,285.0,1560.0,2390.0,1450.0,940.0
12664,1009,SintAnthonis,BU17020109,1.0,24.0,26.0,135.0,,35.0,20.0,900.0,540.0,2980.0,2580.0,400.0
6984,1004,Heeze-Leende,BU16580009,1.0,19.0,25.0,105.0,0.0,40.0,0.0,140.0,980.0,2230.0,1680.0,550.0
13057,1008,Steenbergen,BU08510002,1.0,,,,,105.0,80.0,180.0,970.0,13170.0,9980.0,3190.0
13270,1006,StichtseVecht,BU19040903,1.0,,,,0.0,50.0,0.0,0.0,270.0,160.0,160.0,40.0
13556,1008,Terschelling,BU00930317,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0
12006,1006,Ridderkerk,BU05970500,1.0,88.0,10.0,181.0,0.0,75.0,20.0,120.0,950.0,11090.0,8450.0,2640.0
14018,1007,Twenterand,BU17000202,1.0,9.0,,,0.0,140.0,10.0,260.0,800.0,770.0,620.0,160.0
3691,1006,Deventer,BU01500305,1.0,11.0,,,0.0,90.0,130.0,335.0,1435.0,5610.0,3600.0,2010.0
4017,1009,Dongeradeel,BU00580409,1.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,60.0,20.0
7465,1006,'s-Hertogenbosch,BU07961499,1.0,19.0,31.0,135.0,1.0,55.0,0.0,175.0,665.0,2890.0,2410.0,480.0
4490,1004,Ede,BU02283002,1.0,110.0,12.0,311.0,,60.0,20.0,140.0,1410.0,8490.0,5490.0,3010.0
975,1004,Amsterdam,WK036315,1.0,26.0,14.0,82.0,2.0,130.0,190.0,180.0,440.0,8470.0,7540.0,930.0
13942,1009,Tilburg,BU08556606,3.0,67.0,13.0,203.0,0.0,90.0,65.0,160.0,605.0,7410.0,6300.0,1120.0
3842,1008,Dinkelland,WK177420,1.0,5.0,38.0,42.0,0.0,5.0,0.0,160.0,450.0,600.0,540.0,80.0
2830,1005,Boxmeer,BU07560200,1.0,52.0,,,1.0,115.0,15.0,175.0,755.0,4400.0,3560.0,840.0
2899,1009,Breda,BU07580204,1.0,,,,1.0,50.0,0.0,85.0,1310.0,240.0,160.0,80.0
2608,1009,Bloemendaal,WK037704,1.0,103.0,13.0,306.0,1.0,70.0,60.0,240.0,1280.0,17780.0,12090.0,5710.0
2427,1008,Beverwijk,WK037502,3.0,28.0,12.0,78.0,0.0,95.0,215.0,385.0,655.0,6890.0,5770.0,1140.0
10016,1000,Meppel,BU01191203,1.0,73.0,15.0,231.0,2.0,90.0,45.0,130.0,510.0,2500.0,2170.0,320.0
9059,1006,Lelystad,BU09952113,1.0,54.0,,,2.0,40.0,0.0,55.0,1675.0,1560.0,910.0,650.0
1768,1003,Assen,BU01069901,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
6458,1007,Halderberge,BU16550102,1.0,24.0,21.0,109.0,1.0,50.0,0.0,120.0,820.0,2120.0,1680.0,440.0
2507,1001,Binnenmaas,GM0585,,944.0,13.0,2627.0,17.0,65.0,40.0,140.0,1025.0,97810.0,72670.0,25130.0
4622,1001,Eijsden-Margraten,BU19030302,1.0,,,,0.0,50.0,0.0,75.0,410.0,430.0,390.0,40.0
7336,1004,Hengelo,BU01640901,1.0,3.0,26.0,17.0,0.0,0.0,0.0,180.0,1110.0,200.0,120.0,40.0
3726,1002,Deventer,BU01500905,1.0,95.0,16.0,357.0,5.0,130.0,50.0,195.0,160.0,6410.0,6160.0,260.0
9967,1004,Meppel,WK011900,1.0,144.0,11.0,333.0,,110.0,110.0,200.0,1160.0,20800.0,14770.0,6030.0
5928,1007,'s-Gravenhage,WK051836,1.0,39.0,10.0,81.0,3.0,115.0,630.0,300.0,530.0,65700.0,56930.0,8780.0
9544,1002,Loppersum,BU00240300,1.0,97.0,,,1.0,100.0,165.0,275.0,710.0,2170.0,1790.0,390.0
7113,1005,Hellendoorn,BU01630301,1.0,20.0,18.0,84.0,0.0,75.0,55.0,280.0,1970.0,5610.0,2840.0,2770.0
1112,1004,Amsterdam,BU03634402,1.0,8.0,7.0,13.0,0.0,120.0,100.0,100.0,305.0,8950.0,8260.0,690.0
11279,1006,Ooststellingwerf,BU00850302,1.0,6.0,21.0,29.0,0.0,45.0,30.0,190.0,1030.0,680.0,520.0,160.0
428,1005,Almere,BU00340210,1.0,302.0,,,4.0,130.0,180.0,280.0,510.0,26190.0,22840.0,3370.0
4299,1006,Druten,BU02250203,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13748,1006,Tilburg,BU08552902,3.0,,,,,175.0,325.0,245.0,735.0,410.0,330.0,80.0
185,1006,Alblasserdam,BU04820204,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
5258,1000,DeFryskeMarren,WK194038,1.0,31.0,15.0,108.0,1.0,110.0,20.0,160.0,800.0,2240.0,1800.0,440.0
5732,1000,Gouda,GM0513,,1585.0,11.0,3684.0,32.0,90.0,135.0,200.0,840.0,239710.0,189250.0,50460.0
1733,1002,Assen,BU01060704,1.0,69.0,15.0,227.0,2.0,105.0,120.0,255.0,415.0,3540.0,3170.0,360.0
14080,1000,Tynaarlo,WK173012,1.0,48.0,15.0,164.0,0.0,80.0,40.0,170.0,925.0,3650.0,2810.0,840.0
7106,1003,Hellendoorn,BU01630105,1.0,44.0,16.0,155.0,1.0,100.0,40.0,140.0,1105.0,3450.0,2500.0,960.0
5348,1008,Geldrop-Mierlo,BU17710006,1.0,142.0,14.0,440.0,3.0,105.0,280.0,280.0,1030.0,18040.0,13370.0,4650.0
7823,1002,Hoogezand-Sappemeer,BU00180601,1.0,12.0,,,1.0,115.0,115.0,240.0,725.0,700.0,580.0,120.0
